id,domain,source_type,source_id,source_url,question_type,difficulty,question,context,expected_answer,scoring_rubric,model_answer,ragas_factual_correctness,ragas_semantic_similarity,ragas_final_score,manual_final_score,manual_comment,model,temperature,latency_sec,created_at,prompt_tokens,completion_tokens,total_tokens,error
habr_879914_011,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,"Приведи пример задачи, где естественно использовать стек.",Раздел про применение стека.,"Стек естественно использовать для обработки скобочных выражений, отката действий, обхода в глубину или хранения вызовов функций.",,"

Контекст не содержит примеров. Типичный случай — проверка корректности вложенных скобок (например, в коде или математических выражениях).",1.0,0.4753,2,,,qwen/qwen3.5-35b-a3b,0,70.426,2026-06-09T17:45:47,79.0,4835.0,4914.0,
habr_879914_012,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое очередь и какой принцип работы она использует?,Раздел про очередь.,Очередь — структура данных с принципом FIFO: первым добавленный элемент извлекается первым.,,"

В предоставленном контексте недостаточно данных для ответа на вопрос.",0.0,0.2564,0,,,qwen/qwen3.5-35b-a3b,0,35.611,2026-06-09T17:46:23,76.0,2384.0,2460.0,
habr_879914_013,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,easy,Чем очередь отличается от стека?,Разделы про стек и очередь.,"Стек работает по принципу LIFO, а очередь — по принципу FIFO.",,"

Предоставленный контекст не содержит информации о различиях. Очередь работает по принципу FIFO (первым пришел — первым вышел), а стек — LIFO (последним пришел — первым вышел).",1.0,0.7691,2,,,qwen/qwen3.5-35b-a3b,0,61.16,2026-06-09T17:47:24,76.0,4190.0,4266.0,
habr_879914_014,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,Для чего может использоваться очередь в программировании?,Раздел про применение очереди.,"Очередь используется для планирования задач, обработки запросов, буферизации данных и обхода графа в ширину.",,"

В предоставленном контексте нет информации о применении очереди. В программировании очередь обычно используется для обработки задач в порядке поступления (FIFO), например, в планировщиках процессов, обработке запросов сервера или передаче сообщений между потоками.",1.0,0.5639,2,,,qwen/qwen3.5-35b-a3b,0,89.357,2026-06-09T17:48:53,76.0,6163.0,6239.0,
habr_879914_015,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое хеш-таблица?,Раздел про хеш-таблицы.,"Хеш-таблица хранит пары ключ-значение и использует хеш-функцию для вычисления позиции, где хранить или искать значение.",,"

В предоставленном контексте нет информации о хеш-таблицах. Хеш-таблица — это структура данных для хранения пар «ключ-значение» с эффективным поиском по ключу.",1.0,0.7069,2,,,qwen/qwen3.5-35b-a3b,0,48.293,2026-06-09T17:49:41,80.0,3278.0,3358.0,
habr_879914_016,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,reasoning,medium,"Почему операции поиска, вставки и удаления в хеш-таблице в среднем считаются O(1)?",Раздел про хеш-таблицы и сложность операций.,"В среднем хеш-функция быстро переводит ключ в индекс, поэтому нужная ячейка находится без полного перебора элементов.",,"

Хеш-функция вычисляет индекс элемента за постоянное время. При равномерном распределении ключей и эффективной обработке коллизий доступ к ячейке происходит напрямую без перебора, что обеспечивает среднюю сложность O(1).",1.0,0.7244,2,,,qwen/qwen3.5-35b-a3b,0,80.443,2026-06-09T17:51:02,101.0,5522.0,5623.0,
habr_879914_017,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое коллизия в хеш-таблице?,Раздел про хеш-таблицы.,"Коллизия возникает, когда разные ключи дают одинаковый хеш или попадают в одну позицию таблицы.",,"

В предоставленном контексте нет информации о коллизиях. Коллизия — это ситуация, когда разные ключи хешируются в одну ячейку таблицы.",1.0,0.5884,2,,,qwen/qwen3.5-35b-a3b,0,67.197,2026-06-09T17:52:09,86.0,4603.0,4689.0,
habr_879914_018,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Какими способами можно обрабатывать коллизии в хеш-таблице?,Раздел про хеш-таблицы и коллизии.,"Коллизии можно обрабатывать цепочками, открытой адресацией или другими стратегиями разрешения конфликтов.",,"

Основные способы обработки коллизий в хеш-таблице:

1. **Метод цепочек** (связные списки в ячейках).
2. **Открытая адресация**:
   - Линейное пробирование;
   - Квадратичное пробирование;
   - Двойное хеширование.",1.0,0.3878,2,,,qwen/qwen3.5-35b-a3b,0,83.746,2026-06-09T17:53:33,95.0,5776.0,5871.0,
habr_879914_019,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Что такое куча как структура данных?,Раздел про кучи.,"Куча — это обычно бинарное дерево или массивное представление дерева, где родитель упорядочен относительно потомков по свойству min-heap или max-heap.",,failed to answer,0.0,0.0,0,,,qwen/qwen3.5-35b-a3b,0,120.026,2026-06-09T17:55:33,,,,hard_timeout_after_120.0_seconds
habr_879914_020,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,easy,Чем min-heap отличается от max-heap?,Раздел про кучи.,"В min-heap каждый родитель не больше своих потомков, поэтому минимум находится в корне; в max-heap родитель не меньше потомков, поэтому максимум находится в корне.",,"

В предоставленном контексте этой информации нет. Мин-хип хранит минимальный элемент в корне, макс-хип — максимальный.",1.0,0.5767,2,,,qwen/qwen3.5-35b-a3b,0,74.038,2026-06-09T17:56:47,79.0,5081.0,5160.0,
habr_879914_021,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,Почему куча удобна для реализации очереди с приоритетом?,Раздел про кучи и применение.,Куча позволяет быстро получать элемент с минимальным или максимальным приоритетом и эффективно поддерживать порядок при добавлении и удалении элементов.,,"

Предоставленный контекст не содержит информации (только заголовок). 

Куча удобна для очереди с приоритетом, так как позволяет извлекать элемент с наивысшим/низшим приоритетом и добавлять новые элементы за логарифмическое время O(log n), сохраняя структуру.",1.0,0.5409,2,,,qwen/qwen3.5-35b-a3b,0,70.703,2026-06-09T17:57:58,87.0,4826.0,4913.0,
habr_879914_022,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое дерево в контексте структур данных?,Раздел про деревья.,"Дерево — иерархическая структура из узлов и ребер с корнем, где у узлов могут быть потомки.",,"

В предоставленном контексте недостаточно данных для ответа на этот вопрос.",0.0,0.0553,0,,,qwen/qwen3.5-35b-a3b,0,51.38,2026-06-09T17:58:49,75.0,3492.0,3567.0,
habr_879914_023,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое бинарное дерево?,Раздел про деревья.,"Бинарное дерево — дерево, в котором у каждого узла не более двух потомков.",,"

В предоставленном контексте нет определения бинарного дерева. Бинарное дерево — это структура данных, где каждый узел имеет не более двух дочерних узлов.",1.0,0.7747,2,,,qwen/qwen3.5-35b-a3b,0,92.368,2026-06-09T18:00:21,73.0,6353.0,6426.0,
habr_879914_024,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,medium,Что отличает бинарное дерево поиска от обычного бинарного дерева?,Раздел про бинарное дерево поиска.,"В бинарном дереве поиска левое поддерево содержит меньшие значения, правое — большие, что позволяет эффективно искать элементы при сбалансированности дерева.",,"

Предоставленный контекст не содержит информации для ответа на этот вопрос.",0.0,0.0604,0,,,qwen/qwen3.5-35b-a3b,0,564.341,2026-06-09T18:09:46,85.0,6798.0,6883.0,
habr_879914_025,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,reasoning,medium,Почему несбалансированное бинарное дерево поиска может работать медленно?,Раздел про деревья и эффективность поиска.,"Если дерево вырождается в цепочку, поиск, вставка и удаление могут стать линейными O(n) вместо логарифмических.",,"

Несбалансированное дерево может вырождаться в структуру, похожую на связный список (высота O(n)), из-за чего сложность поиска становится линейной вместо логарифмической.",1.0,0.7839,2,,,qwen/qwen3.5-35b-a3b,0,98.71,2026-06-09T18:11:24,87.0,6801.0,6888.0,
habr_879914_026,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое граф?,Раздел про графы.,"Граф — структура данных из вершин и ребер, описывающая связи между объектами.",,"

В предоставленном контексте нет информации о том, что такое граф.",0.0,0.4842,0,,,qwen/qwen3.5-35b-a3b,0,57.948,2026-06-09T18:12:22,72.0,3908.0,3980.0,
habr_879914_027,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,easy,Чем ориентированный граф отличается от неориентированного?,Раздел про графы.,"В ориентированном графе ребра имеют направление, а в неориентированном связь между вершинами считается двусторонней.",,"

В ориентированном графе рёбра имеют направление (называются дугами), в неориентированном — направление отсутствует.",1.0,0.8102,2,,,qwen/qwen3.5-35b-a3b,0,76.781,2026-06-09T18:13:39,85.0,5259.0,5344.0,
habr_879914_028,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Какими способами можно представить граф в памяти?,Раздел про представление графов.,Граф можно представить матрицей смежности или списками смежности; выбор зависит от плотности графа и нужных операций.,,"

В предоставленном контексте нет информации о способах представления графа. Обычно используют матрицу смежности и список смежности.",1.0,0.6507,2,,,qwen/qwen3.5-35b-a3b,0,92.365,2026-06-09T18:15:12,78.0,6350.0,6428.0,
habr_879914_029,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,Когда матрица смежности может быть удобнее списка смежности?,Раздел про представление графов.,"Матрица смежности удобна, когда нужно быстро проверять наличие ребра между двумя вершинами или когда граф плотный.",,failed to answer,0.0,0.0,0,,,qwen/qwen3.5-35b-a3b,0,174.311,2026-06-09T18:18:06,,,,hard_timeout_after_120.0_seconds
habr_879914_030,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,multi_hop,hard,"Какие структуры данных из статьи лучше всего подходят для быстрого поиска по ключу, обработки задач в порядке поступления и получения элемента с максимальным приоритетом?","Обобщающий вопрос по хеш-таблицам, очередям и кучам.","Для поиска по ключу подходит хеш-таблица, для обработки задач в порядке поступления — очередь, для получения элемента с максимальным приоритетом — max-heap или очередь с приоритетом на куче.",,"

На основе структур, упомянутых в контексте:

*   **Быстрый поиск по ключу:** хеш-таблица.
*   **Обработка задач в порядке поступления:** очередь.
*   **Получение элемента с максимальным приоритетом:** куча.",1.0,0.7206,2,,,qwen/qwen3.5-35b-a3b,0,67.397,2026-06-09T18:19:13,114.0,4634.0,4748.0,
