id,domain,source_type,source_id,source_url,question_type,difficulty,question,context,expected_answer,scoring_rubric,model_answer,ragas_factual_correctness,ragas_semantic_similarity,ragas_final_score,manual_final_score,manual_comment,model,temperature,latency_sec,created_at,prompt_tokens,completion_tokens,total_tokens,error
habr_879914_015,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое хеш-таблица?,Раздел про хеш-таблицы.,"Хеш-таблица хранит пары ключ-значение и использует хеш-функцию для вычисления позиции, где хранить или искать значение.",,"Хеш-таблица — это структура данных, которая хранит пары «ключ-значение» и обеспечивает быстрый доступ к значениям по их ключам с помощью хеш-функции.",,,,,,gemma-4-31b-it-mlx,0.0,4.2,2026-06-10T15:12:38,83,42,125,
habr_879914_016,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,reasoning,medium,"Почему операции поиска, вставки и удаления в хеш-таблице в среднем считаются O(1)?",Раздел про хеш-таблицы и сложность операций.,"В среднем хеш-функция быстро переводит ключ в индекс, поэтому нужная ячейка находится без полного перебора элементов.",,"Операции поиска, вставки и удаления в среднем считаются $O(1)$, так как хеш-функция позволяет вычислить индекс элемента в массиве напрямую за константное время, обеспечивая мгновенный доступ к данным без необходимости перебора всех элементов.",,,,,,gemma-4-31b-it-mlx,0.0,5.005,2026-06-10T15:12:43,102,56,158,
habr_879914_017,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое коллизия в хеш-таблице?,Раздел про хеш-таблицы.,"Коллизия возникает, когда разные ключи дают одинаковый хеш или попадают в одну позицию таблицы.",,"Коллизия в хеш-таблице — это ситуация, когда два или более разных ключа при применении хеш-функции получают один и тот же хеш-значение (индекс), что приводит к попытке записи разных данных в одну и ту же ячейку таблицы.",,,,,,gemma-4-31b-it-mlx,0.0,5.292,2026-06-10T15:12:48,88,62,150,
habr_879914_018,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Какими способами можно обрабатывать коллизии в хеш-таблице?,Раздел про хеш-таблицы и коллизии.,"Коллизии можно обрабатывать цепочками, открытой адресацией или другими стратегиями разрешения конфликтов.",,"Основные способы обработки коллизий:

1. **Метод цепочек (Separate Chaining):** каждый слот таблицы содержит список всех элементов с одинаковым хешем.
2. **Открытая адресация (Open Addressing):** поиск следующего свободного слота в таблице. Популярные методы:
    * **Линейное пробирование:** проверка следующего индекса по порядку.
    * **Квадратичное пробирование:** использование квадратичного шага для поиска.
    * **Двойное хеширование:** применение второй хеш-функции для определения шага.",,,,,,gemma-4-31b-it-mlx,0.0,9.14,2026-06-10T15:12:57,97,130,227,
habr_879914_019,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Что такое куча как структура данных?,Раздел про кучи.,"Куча — это обычно бинарное дерево или массивное представление дерева, где родитель упорядочен относительно потомков по свойству min-heap или max-heap.",,"Куча (heap) — это специализированное дерево (обычно бинарное), в котором каждый родительский узел удовлетворяет определенному свойству: он либо больше всех своих потомков (max-heap), либо меньше их (min-heap).",,,,,,gemma-4-31b-it-mlx,0.0,4.905,2026-06-10T15:13:02,79,55,134,
habr_879914_020,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,easy,Чем min-heap отличается от max-heap?,Раздел про кучи.,"В min-heap каждый родитель не больше своих потомков, поэтому минимум находится в корне; в max-heap родитель не меньше потомков, поэтому максимум находится в корне.",,"В min-heap корень содержит минимальный элемент, и каждое родительское значение меньше или равно значениям своих потомков. В max-heap корень содержит максимальный элемент, и каждое родительское значение больше или равно значениям своих потомков.",,,,,,gemma-4-31b-it-mlx,0.0,4.842,2026-06-10T15:13:07,81,53,134,
habr_879914_021,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,Почему куча удобна для реализации очереди с приоритетом?,Раздел про кучи и применение.,Куча позволяет быстро получать элемент с минимальным или максимальным приоритетом и эффективно поддерживать порядок при добавлении и удалении элементов.,,"Куча удобна для реализации очереди с приоритетом, так как она обеспечивает эффективный доступ к элементу с максимальным (или минимальным) приоритетом за константное время $O(1)$ и позволяет выполнять вставку и удаление этого элемента за логарифмическое время $O(\log n)$.",,,,,,gemma-4-31b-it-mlx,0.0,5.572,2026-06-10T15:13:13,85,67,152,
habr_879914_022,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое дерево в контексте структур данных?,Раздел про деревья.,"Дерево — иерархическая структура из узлов и ребер с корнем, где у узлов могут быть потомки.",,"В предоставленном контексте нет определения.

В общем смысле структур данных: **дерево** — это иерархическая структура данных, состоящая из узлов, где один узел является корнем, а остальные связаны с ним и друг с другом отношениями «родитель — потомок».",,,,,,gemma-4-31b-it-mlx,0.0,5.413,2026-06-10T15:13:18,80,63,143,
habr_879914_023,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое бинарное дерево?,Раздел про деревья.,"Бинарное дерево — дерево, в котором у каждого узла не более двух потомков.",,В предоставленном контексте недостаточно данных для ответа на вопрос.,,,,,,gemma-4-31b-it-mlx,0.0,2.77,2026-06-10T15:13:21,78,14,92,
habr_879914_024,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,medium,Что отличает бинарное дерево поиска от обычного бинарного дерева?,Раздел про бинарное дерево поиска.,"В бинарном дереве поиска левое поддерево содержит меньшие значения, правое — большие, что позволяет эффективно искать элементы при сбалансированности дерева.",,"Бинарное дерево поиска отличается тем, что для каждого узла соблюдается следующее правило: значения всех узлов в левом поддереве меньше значения текущего узла, а значения всех узлов в правом поддереве — больше. В обычном бинарном дереве такого ограничения на порядок элементов нет.",,,,,,gemma-4-31b-it-mlx,0.0,6.052,2026-06-10T15:13:27,90,66,156,
habr_879914_025,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,reasoning,medium,Почему несбалансированное бинарное дерево поиска может работать медленно?,Раздел про деревья и эффективность поиска.,"Если дерево вырождается в цепочку, поиск, вставка и удаление могут стать линейными O(n) вместо логарифмических.",,"Несбалансированное бинарное дерево поиска может работать медленно, так как в худшем случае оно вырождается в связный список. Это увеличивает временную сложность поиска с $O(\log n)$ до $O(n)$.",,,,,,gemma-4-31b-it-mlx,0.0,5.012,2026-06-10T15:13:32,90,54,144,
habr_879914_026,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,easy,Что такое граф?,Раздел про графы.,"Граф — структура данных из вершин и ребер, описывающая связи между объектами.",,Данных в предоставленном контексте недостаточно для определения термина.,,,,,,gemma-4-31b-it-mlx,0.0,3.064,2026-06-10T15:13:35,75,13,88,
habr_879914_027,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,comparison,easy,Чем ориентированный граф отличается от неориентированного?,Раздел про графы.,"В ориентированном графе ребра имеют направление, а в неориентированном связь между вершинами считается двусторонней.",,"В ориентированном графе ребра имеют направление (дуги), что определяет порядок обхода вершин. В неориентированном графе ребра не имеют направления, и связь между вершинами взаимна.",,,,,,gemma-4-31b-it-mlx,0.0,4.942,2026-06-10T15:13:40,82,45,127,
habr_879914_028,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,factual,medium,Какими способами можно представить граф в памяти?,Раздел про представление графов.,Граф можно представить матрицей смежности или списками смежности; выбор зависит от плотности графа и нужных операций.,,"В предоставленном контексте нет конкретного перечисления способов. Однако общепринятыми способами представления графа в памяти являются:

1. **Матрица смежности** (двумерный массив).
2. **Список смежности** (массив списков или динамических массивеков).
3. **Список ребер** (набор пар вершин).
4. **Матрица инцидентности**.",,,,,,gemma-4-31b-it-mlx,0.0,6.889,2026-06-10T15:13:47,82,90,172,
habr_879914_029,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,application,medium,Когда матрица смежности может быть удобнее списка смежности?,Раздел про представление графов.,"Матрица смежности удобна, когда нужно быстро проверять наличие ребра между двумя вершинами или когда граф плотный.",,"Матрица смежности удобнее списка смежности, когда:

1. **Граф плотный** (количество ребер близко к максимально возможному).
2. Необходимо **быстро проверить наличие ребра** между двумя конкретными вершинами (сложность $O(1)$).
3. Требуется выполнять операции матричного умножения для анализа путей в графе.",,,,,,gemma-4-31b-it-mlx,0.0,6.618,2026-06-10T15:13:53,85,82,167,
habr_879914_030,data_structures,article,habr_879914,https://habr.com/ru/articles/879914/,multi_hop,hard,"Какие структуры данных из статьи лучше всего подходят для быстрого поиска по ключу, обработки задач в порядке поступления и получения элемента с максимальным приоритетом?","Обобщающий вопрос по хеш-таблицам, очередям и кучам.","Для поиска по ключу подходит хеш-таблица, для обработки задач в порядке поступления — очередь, для получения элемента с максимальным приоритетом — max-heap или очередь с приоритетом на куче.",,"1. Быстрый поиск по ключу — **хеш-таблицы**.
2. Обработка задач в порядке поступления — **очереди**.
3. Получение элемента с максимальным приоритетом — **кучи**.",,,,,,gemma-4-31b-it-mlx,0.0,5.01,2026-06-10T15:13:58,117,52,169,
